Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2023-11-12,Werder Bremen,Ein Frankfurt,2,2,D,1,0,H,,14,14,5,3,3,10,3,7,1,3,0,0
2023-11-12,RB Leipzig,Freiburg,3,1,H,1,1,D,,15,9,6,3,10,12,7,3,2,0,0,0
2023-11-24,FC Koln,Bayern Munich,0,1,A,0,1,A,,6,19,2,5,6,4,3,12,0,1,0,0
2023-11-25,Dortmund,M'gladbach,4,2,H,3,2,H,,20,10,13,3,11,11,5,4,1,2,0,0
2023-11-25,Freiburg,Darmstadt,1,1,D,1,1,D,,16,7,3,1,15,15,11,2,2,0,0,0
2023-11-25,Union Berlin,Augsburg,1,1,D,0,1,A,,16,11,6,2,10,15,3,4,2,2,0,0
2023-11-25,Werder Bremen,Leverkusen,0,3,A,0,2,A,,2,13,1,4,15,4,1,6,3,1,0,0
2023-11-25,Wolfsburg,RB Leipzig,2,1,H,1,0,H,,10,26,4,10,18,11,1,12,4,2,0,0
2023-11-25,Ein Frankfurt,Stuttgart,1,2,A,1,2,A,,14,11,1,5,14,8,4,2,0,1,0,0
2023-11-26,Heidenheim,Bochum,0,0,D,0,0,D,,9,9,3,2,14,7,6,5,4,3,0,0
2023-11-26,Hoffenheim,Mainz,1,1,D,0,1,A,,15,15,6,6,9,14,4,5,4,4,0,0
2023-12-01,Darmstadt,FC Koln,0,1,A,0,0,D,,11,11,1,6,12,12,1,6,1,3,0,0
2023-12-02,Bochum,Wolfsburg,3,1,H,2,1,H,,19,15,9,6,14,13,6,6,6,2,0,0
2023-12-02,M'gladbach,Hoffenheim,2,1,H,0,0,D,,9,17,3,5,12,14,6,3,2,2,0,0
2023-12-02,RB Leipzig,Heidenheim,2,1,H,2,1,H,,23,7,8,1,13,16,5,3,2,2,0,0
2023-12-02,Stuttgart,Werder Bremen,2,0,H,1,0,H,,17,11,6,3,7,9,6,7,1,0,0,0
2023-12-03,Mainz,Freiburg,0,1,A,0,0,D,,19,13,6,5,16,11,14,3,1,1,0,0
2023-12-03,Leverkusen,Dortmund,1,1,D,0,1,A,,22,6,6,2,12,12,16,1,3,2,0,0
2023-12-03,Augsburg,Ein Frankfurt,2,1,H,1,0,H,,9,12,4,6,9,10,2,4,1,1,0,0
2023-12-08,Hoffenheim,Bochum,3,1,H,2,0,H,,18,22,7,5,18,11,4,5,3,2,0,0
2023-12-09,Ein Frankfurt,Bayern Munich,5,1,H,3,1,H,,14,17,6,6,8,7,1,9,1,2,0,0
2023-12-09,Heidenheim,Darmstadt,3,2,H,1,0,H,,16,20,7,7,17,13,8,3,2,2,0,0
2023-12-09,Union Berlin,M'gladbach,3,1,H,1,0,H,,16,13,6,4,9,8,6,7,1,3,0,0
2023-12-09,Werder Bremen,Augsburg,2,0,H,1,0,H,,12,11,5,1,13,9,5,2,1,2,0,0
2023-12-09,Wolfsburg,Freiburg,0,1,A,0,0,D,,10,4,3,1,11,16,5,3,1,4,0,0
2023-12-09,Dortmund,RB Leipzig,2,3,A,1,1,D,,18,24,6,8,6,11,6,6,1,3,1,0
2023-12-10,Stuttgart,Leverkusen,1,1,D,1,0,H,,22,20,12,6,8,7,8,8,1,1,0,0
2023-12-10,FC Koln,Mainz,0,0,D,0,0,D,,7,13,3,5,10,10,1,7,2,4,0,0
2023-12-15,M'gladbach,Werder Bremen,2,2,D,1,1,D,,15,10,4,5,10,12,4,3,4,2,0,0
2023-12-16,Augsburg,Dortmund,1,1,D,1,1,D,,20,24,4,6,13,4,4,7,2,1,0,0
2023-12-16,Bochum,Union Berlin,3,0,H,1,0,H,,21,10,7,2,12,13,6,4,2,2,0,0
2023-12-16,Darmstadt,Wolfsburg,0,1,A,0,0,D,,14,11,4,3,16,10,7,7,2,0,0,1
2023-12-16,Mainz,Heidenheim,0,1,A,0,1,A,,16,5,4,2,9,20,8,1,3,3,0,0
2023-12-16,RB Leipzig,Hoffenheim,3,1,H,1,1,D,,23,10,11,4,11,9,9,2,3,2,0,0
2023-12-17,Freiburg,FC Koln,2,0,H,0,0,D,,23,7,7,1,13,10,5,2,1,4,0,1
2023-12-17,Leverkusen,Ein Frankfurt,3,0,H,1,0,H,,14,4,6,2,4,13,5,5,1,1,0,0
2023-12-17,Bayern Munich,Stuttgart,3,0,H,1,0,H,,17,5,8,2,7,8,6,2,0,3,0,0
2023-12-19,Werder Bremen,RB Leipzig,1,1,D,0,0,D,,11,18,3,9,15,9,1,4,4,2,0,0
2023-12-19,Dortmund,Mainz,1,1,D,1,1,D,,21,11,8,6,11,14,6,1,0,4,0,0
2023-12-19,Hoffenheim,Darmstadt,3,3,D,2,1,H,,13,14,4,3,9,15,8,3,2,4,0,0
2023-12-20,Union Berlin,FC Koln,2,0,H,0,0,D,,12,15,8,7,10,7,4,5,0,0,0,0
2023-12-20,Ein Frankfurt,M'gladbach,2,1,H,0,1,A,,15,7,7,2,11,14,8,2,1,6,0,1
2023-12-20,Heidenheim,Freiburg,3,2,H,0,1,A,,14,10,3,4,20,12,7,4,3,4,0,0
2023-12-20,Leverkusen,Bochum,4,0,H,3,0,H,,15,6,8,1,7,12,4,3,0,2,0,0
2023-12-20,Stuttgart,Augsburg,3,0,H,2,0,H,,17,6,7,5,8,14,4,4,0,4,0,0
2023-12-20,Wolfsburg,Bayern Munich,1,2,A,1,2,A,,5,20,4,7,14,12,0,6,4,2,0,0
2024-01-12,Bayern Munich,Hoffenheim,3,0,H,1,0,H,,27,12,12,4,8,6,11,2,1,3,0,1
2024-01-13,Augsburg,Leverkusen,0,1,A,0,0,D,,2,25,0,6,11,4,0,12,3,1,0,0
2024-01-13,FC Koln,Heidenheim,1,1,D,1,0,H,,13,10,6,2,12,11,9,6,2,1,0,0
2024-01-13,Freiburg,Union Berlin,0,0,D,0,0,D,,14,8,4,4,7,9,4,3,0,2,0,0
2024-01-13,Mainz,Wolfsburg,1,1,D,0,1,A,,12,9,4,4,21,16,7,3,3,4,0,0
2024-01-13,RB Leipzig,Ein Frankfurt,0,1,A,0,1,A,,26,5,7,1,7,16,15,4,0,2,0,0
2024-01-13,Darmstadt,Dortmund,0,3,A,0,1,A,,10,17,2,8,10,13,3,4,1,3,0,0
2024-01-14,Bochum,Werder Bremen,1,1,D,0,0,D,,13,15,4,4,14,14,3,4,6,5,0,0
2024-01-14,M'gladbach,Stuttgart,3,1,H,2,0,H,,8,14,4,2,7,11,0,3,3,3,0,0
2024-01-20,Bochum,Stuttgart,1,0,H,0,0,D,,6,17,1,4,16,16,1,7,5,3,0,0
2024-01-20,Darmstadt,Ein Frankfurt,2,2,D,0,1,A,,13,7,3,4,11,7,4,1,1,1,0,0
2024-01-20,FC Koln,Dortmund,0,4,A,0,1,A,,16,11,5,7,16,7,13,4,2,2,0,0
2024-01-20,Freiburg,Hoffenheim,3,2,H,1,0,H,,16,16,8,4,18,10,2,2,3,3,1,0
2024-01-20,Heidenheim,Wolfsburg,1,1,D,1,1,D,,12,12,3,3,11,10,4,2,0,1,0,0
2024-01-20,RB Leipzig,Leverkusen,2,3,A,1,0,H,,11,18,6,5,11,11,1,9,2,3,0,0
2024-01-21,Bayern Munich,Werder Bremen,0,1,A,0,0,D,,21,8,6,3,12,7,10,2,2,1,0,0
2024-01-21,M'gladbach,Augsburg,1,2,A,1,0,H,,18,15,4,7,10,20,5,7,1,2,0,0
2024-01-24,Bayern Munich,Union Berlin,1,0,H,0,0,D,,24,4,10,1,5,9,12,1,2,4,0,0
2024-01-26,Ein Frankfurt,Mainz,1,0,H,0,0,D,,13,7,4,0,10,12,2,1,2,1,0,0
2024-01-27,Augsburg,Bayern Munich,2,3,A,0,2,A,,14,13,7,4,12,11,4,5,2,6,0,0
2024-01-27,Hoffenheim,Heidenheim,1,1,D,1,1,D,,20,15,8,3,11,13,9,5,4,0,0,0
2024-01-27,Stuttgart,RB Leipzig,5,2,H,2,1,H,,19,4,11,2,9,11,9,3,1,4,0,0
2024-01-27,Werder Bremen,Freiburg,3,1,H,1,1,D,,14,7,4,4,14,10,5,5,2,1,0,0
2024-01-27,Wolfsburg,FC Koln,1,1,D,1,1,D,,12,6,5,2,17,12,6,3,5,3,0,0
2024-01-27,Leverkusen,M'gladbach,0,0,D,0,0,D,,28,4,8,3,15,6,8,2,3,1,0,0
2024-01-28,Union Berlin,Darmstadt,1,0,H,0,0,D,,19,15,6,1,13,9,4,3,3,2,0,0
2024-01-28,Dortmund,Bochum,3,1,H,1,1,D,,15,10,6,4,10,16,8,4,1,3,0,0
2024-02-02,Heidenheim,Dortmund,0,0,D,0,0,D,,11,13,0,5,7,7,4,6,0,2,0,0
2024-02-03,Bayern Munich,M'gladbach,3,1,H,1,1,D,,21,11,6,4,11,9,6,5,0,1,0,0
2024-02-03,Bochum,Augsburg,1,1,D,1,0,H,,9,12,4,6,17,14,3,5,3,1,0,0
2024-02-03,Darmstadt,Leverkusen,0,2,A,0,1,A,,8,18,6,7,14,8,4,3,2,2,0,0
2024-02-03,Freiburg,Stuttgart,1,3,A,1,2,A,,7,17,4,9,10,7,1,6,4,2,1,0
2024-02-03,Mainz,Werder Bremen,0,1,A,0,1,A,,20,6,5,1,22,16,11,1,4,3,0,0
2024-02-03,FC Koln,Ein Frankfurt,2,0,H,0,0,D,,14,11,4,4,8,13,7,7,1,4,0,2
2024-02-04,Wolfsburg,Hoffenheim,2,2,D,0,1,A,,14,17,8,7,12,16,7,2,2,3,0,0
2024-02-04,RB Leipzig,Union Berlin,2,0,H,1,0,H,,16,10,6,2,13,11,5,4,1,2,0,1
2024-02-07,Mainz,Union Berlin,1,1,D,1,1,D,,16,15,7,4,14,15,8,3,2,4,0,0
2024-02-09,Dortmund,Freiburg,3,0,H,2,0,H,,17,6,8,3,13,7,5,3,2,0,0,0
2024-02-10,Augsburg,RB Leipzig,2,2,D,1,1,D,,11,9,4,6,15,10,1,3,5,1,0,0
2024-02-10,Ein Frankfurt,Bochum,1,1,D,1,1,D,,8,14,2,5,6,12,8,3,2,2,0,0
2024-02-10,M'gladbach,Darmstadt,0,0,D,0,0,D,,22,10,8,1,11,15,7,2,0,5,0,0
2024-02-10,Union Berlin,Wolfsburg,1,0,H,1,0,H,,7,15,2,5,12,9,6,10,1,2,0,0
2024-02-10,Werder Bremen,Heidenheim,1,2,A,1,2,A,,14,10,3,3,10,13,5,10,1,2,0,0
2024-02-10,Leverkusen,Bayern Munich,3,0,H,1,0,H,,14,8,8,1,13,13,4,6,3,2,0,0
2024-02-11,Stuttgart,Mainz,3,1,H,2,0,H,,10,16,7,6,7,9,4,5,1,1,0,0
2024-02-11,Hoffenheim,FC Koln,1,1,D,0,0,D,,10,5,4,1,12,13,10,3,3,4,0,0
2024-02-16,FC Koln,Werder Bremen,0,1,A,0,0,D,,10,13,2,4,16,11,5,3,4,4,0,0
2024-02-17,Darmstadt,Stuttgart,1,2,A,0,1,A,,21,13,9,4,15,14,5,3,4,5,0,1
2024-02-17,Heidenheim,Leverkusen,1,2,A,0,1,A,,6,17,3,4,15,5,4,5,2,1,0,0
2024-02-17,Hoffenheim,Union Berlin,0,1,A,0,0,D,,16,10,4,3,10,7,6,2,3,4,1,1
2024-02-17,Mainz,Augsburg,1,0,H,1,0,H,,19,10,4,4,8,16,7,7,3,2,0,1
2024-02-17,Wolfsburg,Dortmund,1,1,D,0,1,A,,9,12,4,5,18,5,5,3,3,1,0,0
2024-02-17,RB Leipzig,M'gladbach,2,0,H,1,0,H,,16,13,9,0,12,13,8,4,1,5,0,0
2024-02-18,Freiburg,Ein Frankfurt,3,3,D,2,2,D,,13,10,8,6,8,10,6,1,0,0,0,0
2024-02-18,Bochum,Bayern Munich,3,2,H,2,1,H,,14,26,5,10,12,10,4,9,2,4,0,1
2024-02-23,Leverkusen,Mainz,2,1,H,1,1,D,,18,13,7,4,14,16,11,2,3,5,0,1
2024-02-24,M'gladbach,Bochum,5,2,H,2,0,H,,22,15,6,5,13,13,5,6,2,4,0,0
2024-02-24,Stuttgart,FC Koln,1,1,D,0,0,D,,13,12,5,6,11,13,9,4,1,0,0,0
2024-02-24,Union Berlin,Heidenheim,2,2,D,2,1,H,,12,9,3,4,9,12,4,2,2,1,0,0
2024-02-24,Werder Bremen,Darmstadt,1,1,D,1,1,D,,13,11,4,3,10,13,4,6,3,4,0,0
2024-02-24,Bayern Munich,RB Leipzig,2,1,H,0,0,D,,16,11,4,5,11,10,6,4,3,3,0,0
2024-02-25,Ein Frankfurt,Wolfsburg,2,2,D,1,2,A,,12,14,5,8,9,7,5,3,2,1,0,0
2024-02-25,Dortmund,Hoffenheim,2,3,A,2,1,H,,19,7,7,5,7,10,10,3,2,3,0,0
2024-02-25,Augsburg,Freiburg,2,1,H,0,1,A,,21,5,8,1,16,11,10,2,3,1,0,0
2024-03-01,Freiburg,Bayern Munich,2,2,D,1,1,D,,17,21,5,9,11,7,3,6,1,2,0,0
2024-03-02,Bochum,RB Leipzig,1,4,A,1,1,D,,15,10,4,4,13,10,2,5,3,2,1,0
2024-03-02,Darmstadt,Augsburg,0,6,A,0,5,A,,10,21,5,6,4,12,3,6,2,0,0,0
2024-03-02,Heidenheim,Ein Frankfurt,1,2,A,0,1,A,,16,11,3,6,6,10,7,3,1,4,0,0
2024-03-02,Mainz,M'gladbach,1,1,D,1,0,H,,21,14,5,5,12,15,12,6,5,1,1,0
2024-03-02,Union Berlin,Dortmund,0,2,A,0,1,A,,13,12,5,7,11,8,8,7,2,1,0,0
2024-03-02,Wolfsburg,Stuttgart,2,3,A,0,1,A,,12,7,2,3,20,12,5,4,3,2,0,0
2024-03-03,FC Koln,Leverkusen,0,2,A,0,1,A,,6,17,0,6,10,9,1,9,2,2,1,0
2024-03-03,Hoffenheim,Werder Bremen,2,1,H,2,0,H,,14,18,7,8,11,10,3,3,5,1,1,0
2024-03-08,Stuttgart,Union Berlin,2,0,H,1,0,H,,14,10,5,4,7,14,4,3,1,2,0,1
2024-03-09,Augsburg,Heidenheim,1,0,H,1,0,H,,8,6,4,1,14,20,5,2,1,3,0,0
2024-03-09,Bayern Munich,Mainz,8,1,H,3,1,H,,25,13,12,3,8,7,6,7,1,1,0,0
2024-03-09,M'gladbach,FC Koln,3,3,D,1,1,D,,16,12,5,5,15,15,8,3,3,4,0,0
2024-03-09,RB Leipzig,Darmstadt,2,0,H,1,0,H,,28,9,8,4,3,14,8,4,0,3,0,0
2024-03-09,Werder Bremen,Dortmund,1,2,A,0,2,A,,15,13,5,6,6,8,10,4,1,2,0,1
2024-03-10,Bochum,Freiburg,1,2,A,0,1,A,,18,9,6,5,11,11,12,5,3,7,0,0
2024-03-10,Ein Frankfurt,Hoffenheim,3,1,H,1,1,D,,17,6,7,2,11,10,5,1,2,3,0,2
2024-03-10,Leverkusen,Wolfsburg,2,0,H,1,0,H,,19,2,7,1,6,7,9,2,1,3,0,1
2024-03-15,FC Koln,RB Leipzig,1,5,A,1,1,D,,9,23,2,7,11,12,3,6,2,2,0,0
2024-03-16,Darmstadt,Bayern Munich,2,5,A,1,2,A,,7,26,3,6,9,6,2,9,1,0,0,0
2024-03-16,Heidenheim,M'gladbach,1,1,D,0,1,A,,16,6,5,2,16,8,10,4,1,3,0,0
2024-03-16,Mainz,Bochum,2,0,H,1,0,H,,13,11,4,4,15,15,7,6,4,3,0,0
2024-03-16,Union Berlin,Werder Bremen,2,1,H,0,0,D,,11,10,5,2,16,16,4,3,3,5,0,0
2024-03-16,Wolfsburg,Augsburg,1,3,A,1,1,D,,15,14,4,5,12,19,8,6,1,3,1,0
2024-03-16,Hoffenheim,Stuttgart,0,3,A,0,2,A,,8,25,1,12,8,12,5,6,1,0,0,0
2024-03-17,Freiburg,Leverkusen,2,3,A,1,2,A,,9,18,3,7,13,6,2,8,1,0,0,0
2024-03-17,Dortmund,Ein Frankfurt,3,1,H,1,1,D,,16,8,6,6,5,9,8,3,1,2,0,0
2024-03-30,Ein Frankfurt,Union Berlin,0,0,D,0,0,D,,18,10,4,2,8,14,6,2,3,1,0,0
2024-03-30,Leverkusen,Hoffenheim,2,1,H,0,1,A,,36,6,12,2,9,8,9,2,0,1,0,0
2024-03-30,M'gladbach,Freiburg,0,3,A,0,1,A,,18,13,4,8,11,7,14,1,1,0,0,0
2024-03-30,RB Leipzig,Mainz,0,0,D,0,0,D,,23,8,10,2,10,15,12,2,2,5,0,0
2024-03-30,Werder Bremen,Wolfsburg,0,2,A,0,1,A,,6,15,1,5,13,15,3,6,4,4,1,1
2024-03-30,Bayern Munich,Dortmund,0,2,A,0,1,A,,16,11,3,5,7,7,7,4,0,0,0,0
2024-03-31,Augsburg,FC Koln,1,1,D,1,1,D,,24,12,6,2,9,13,12,6,0,3,0,0
2024-03-31,Stuttgart,Heidenheim,3,3,D,1,0,H,,20,6,6,3,5,9,6,7,1,0,0,1
2024-03-31,Bochum,Darmstadt,2,2,D,1,0,H,,20,13,7,3,7,15,6,5,2,2,0,0
2024-04-05,Ein Frankfurt,Werder Bremen,1,1,D,0,0,D,,19,10,5,7,10,14,9,0,3,2,1,1
2024-04-06,FC Koln,Bochum,2,1,H,0,0,D,,17,8,6,2,16,13,9,4,3,3,0,0
2024-04-06,Freiburg,RB Leipzig,1,4,A,0,3,A,,15,15,4,6,7,12,8,4,3,4,0,0
2024-04-06,Heidenheim,Bayern Munich,3,2,H,0,2,A,,9,15,4,8,9,8,3,3,2,0,0,0
2024-04-06,Mainz,Darmstadt,4,0,H,1,0,H,,18,14,9,2,16,9,5,1,2,3,0,0
2024-04-06,Union Berlin,Leverkusen,0,1,A,0,1,A,,8,19,1,8,10,14,7,10,3,2,1,0
2024-04-06,Dortmund,Stuttgart,0,1,A,0,0,D,,14,10,7,2,8,8,8,3,2,4,0,0
2024-04-07,Hoffenheim,Augsburg,3,1,H,2,0,H,,17,14,6,7,8,14,11,6,3,1,0,0
2024-04-07,Wolfsburg,M'gladbach,1,3,A,1,0,H,,13,10,4,6,9,12,4,4,2,2,0,0
2024-04-12,Augsburg,Union Berlin,2,0,H,0,0,D,,12,17,4,4,15,14,5,4,1,1,0,0
2024-04-13,Bayern Munich,FC Koln,2,0,H,0,0,D,,17,11,7,5,3,15,5,5,0,3,0,0
2024-04-13,Bochum,Heidenheim,1,1,D,0,0,D,,24,10,5,3,12,22,6,2,4,1,0,0
2024-04-13,Mainz,Hoffenheim,4,1,H,0,1,A,,23,5,8,1,12,14,9,3,0,2,0,0
2024-04-13,M'gladbach,Dortmund,1,2,A,1,2,A,,16,12,5,4,13,11,2,4,1,4,0,1
2024-04-13,RB Leipzig,Wolfsburg,3,0,H,1,0,H,,15,10,6,3,12,7,6,4,2,4,0,0
2024-04-13,Stuttgart,Ein Frankfurt,3,0,H,3,0,H,,9,10,6,3,4,15,4,5,1,3,0,0
2024-04-14,Darmstadt,Freiburg,0,1,A,0,1,A,,16,9,4,3,6,12,2,2,0,1,0,0
2024-04-14,Leverkusen,Werder Bremen,5,0,H,1,0,H,,19,7,10,3,10,4,7,0,2,1,0,0
2024-04-19,Ein Frankfurt,Augsburg,3,1,H,0,1,A,,12,6,7,1,2,19,6,5,3,3,0,0
2024-04-20,FC Koln,Darmstadt,0,2,A,0,0,D,,18,12,4,6,10,13,4,3,0,1,0,0
2024-04-20,Heidenheim,RB Leipzig,1,2,A,0,1,A,,9,11,5,4,14,7,2,6,3,1,0,0
2024-04-20,Hoffenheim,M'gladbach,4,3,H,1,1,D,,27,13,9,7,6,11,6,5,1,3,0,0
2024-04-20,Wolfsburg,Bochum,1,0,H,1,0,H,,10,9,5,1,11,16,5,8,4,3,0,0
2024-04-20,Union Berlin,Bayern Munich,1,5,A,0,2,A,,15,18,4,9,5,4,5,3,0,0,0,0
2024-04-21,Werder Bremen,Stuttgart,2,1,H,1,0,H,,9,14,2,5,11,10,1,7,3,3,0,0
2024-04-21,Dortmund,Leverkusen,1,1,D,0,0,D,,9,13,2,5,14,11,2,6,4,3,0,0
2024-04-21,Freiburg,Mainz,1,1,D,1,1,D,,7,17,3,4,17,15,2,4,3,4,0,0
2024-04-26,Bochum,Hoffenheim,3,2,H,2,0,H,,35,12,13,4,13,10,10,4,1,1,0,0
2024-04-27,Augsburg,Werder Bremen,0,3,A,0,0,D,,14,16,1,8,18,8,6,4,1,2,0,0
2024-04-27,Bayern Munich,Ein Frankfurt,2,1,H,1,1,D,,19,10,9,3,11,7,4,2,0,3,0,0
2024-04-27,Freiburg,Wolfsburg,1,2,A,1,0,H,,16,13,3,5,12,7,3,6,4,2,1,0
2024-04-27,RB Leipzig,Dortmund,4,1,H,2,1,H,,21,12,7,5,11,7,5,8,1,2,0,0
2024-04-27,Leverkusen,Stuttgart,2,2,D,0,0,D,,14,11,6,4,10,19,5,2,4,3,0,0
2024-04-28,M'gladbach,Union Berlin,0,0,D,0,0,D,,13,14,4,7,3,13,3,4,2,2,0,0
2024-04-28,Mainz,FC Koln,1,1,D,1,0,H,,16,16,4,6,17,13,6,6,4,4,1,0
2024-04-28,Darmstadt,Heidenheim,0,1,A,0,0,D,,12,19,4,6,14,12,3,8,2,1,0,0
2024-05-03,Hoffenheim,RB Leipzig,1,1,D,0,1,A,,18,8,8,5,6,8,4,4,1,3,0,1
2024-05-04,Dortmund,Augsburg,5,1,H,4,1,H,,21,20,10,4,4,11,6,9,0,1,0,0
2024-05-04,Stuttgart,Bayern Munich,3,1,H,1,1,D,,24,10,11,3,10,8,3,1,1,2,0,0
2024-05-04,Werder Bremen,M'gladbach,2,2,D,1,1,D,,17,17,6,7,6,7,7,2,0,0,0,0
2024-05-04,Wolfsburg,Darmstadt,3,0,H,2,0,H,,18,6,6,1,11,13,9,2,0,3,0,0
2024-05-04,FC Koln,Freiburg,0,0,D,0,0,D,,20,4,7,0,10,9,7,1,1,1,0,0
2024-05-05,Union Berlin,Bochum,3,4,A,0,3,A,,12,17,6,5,13,16,6,4,0,1,0,0
2024-05-05,Ein Frankfurt,Leverkusen,1,5,A,1,2,A,,16,10,5,6,10,4,10,5,0,0,0,0
2024-05-05,Heidenheim,Mainz,1,1,D,0,1,A,,16,10,6,4,8,8,6,3,2,3,0,0
2024-05-10,Augsburg,Stuttgart,0,1,A,0,0,D,,9,19,1,7,15,9,5,5,4,2,0,0
2024-05-11,FC Koln,Union Berlin,3,2,H,1,2,A,,18,14,5,6,15,16,6,8,3,2,0,0
2024-05-11,Freiburg,Heidenheim,1,1,D,1,1,D,,19,9,3,3,9,11,2,4,1,1,0,0
2024-05-11,M'gladbach,Ein Frankfurt,1,1,D,1,1,D,,6,16,3,1,9,10,2,8,1,0,0,0
2024-05-11,RB Leipzig,Werder Bremen,1,1,D,0,1,A,,13,10,5,1,12,6,4,3,1,0,0,0
2024-05-11,Mainz,Dortmund,3,0,H,3,0,H,,14,10,6,2,14,11,4,2,2,2,0,0
2024-05-12,Darmstadt,Hoffenheim,0,6,A,0,5,A,,9,12,1,7,9,3,2,3,3,0,0,0
2024-05-12,Bayern Munich,Wolfsburg,2,0,H,2,0,H,,5,5,3,2,7,8,4,0,0,2,0,0
2024-05-12,Bochum,Leverkusen,0,5,A,0,2,A,,2,28,0,10,5,10,2,6,2,1,1,0
2024-05-18,Dortmund,Darmstadt,4,0,H,2,0,H,,21,7,10,1,4,10,7,3,0,3,0,0
2024-05-18,Ein Frankfurt,RB Leipzig,2,2,D,0,1,A,,19,9,6,5,10,11,8,3,2,2,0,0
2024-05-18,Heidenheim,FC Koln,4,1,H,3,0,H,,13,19,7,9,9,20,5,12,1,3,0,0
2024-05-18,Hoffenheim,Bayern Munich,4,2,H,1,2,A,,17,12,9,4,7,9,6,5,3,1,0,0
2024-05-18,Leverkusen,Augsburg,2,1,H,2,0,H,,19,8,8,2,6,7,5,4,0,1,0,0
2024-05-18,Stuttgart,M'gladbach,4,0,H,2,0,H,,21,13,11,5,4,9,8,4,1,2,0,0
2024-05-18,Union Berlin,Freiburg,2,1,H,0,0,D,,14,11,5,5,14,9,3,7,7,4,0,0
2024-05-18,Werder Bremen,Bochum,4,1,H,1,0,H,,25,26,12,8,12,12,8,8,1,1,0,0
2024-05-18,Wolfsburg,Mainz,1,3,A,1,1,D,,12,12,4,6,13,15,1,3,2,3,0,0
2024-08-23,M'gladbach,Leverkusen,2,3,A,0,2,A,,14,25,7,9,11,7,2,4,1,0,0,0
2024-08-24,Augsburg,Werder Bremen,2,2,D,2,1,H,,10,12,3,6,11,10,4,2,3,1,0,0
2024-08-24,Freiburg,Stuttgart,3,1,H,1,1,D,,15,9,4,2,7,10,6,3,2,1,0,0
2024-08-24,Hoffenheim,Holstein Kiel,3,2,H,2,0,H,,20,15,8,6,8,14,8,6,2,3,0,1
2024-08-24,Mainz,Union Berlin,1,1,D,0,0,D,,15,15,3,4,9,15,8,9,1,3,0,0
2024-08-24,RB Leipzig,Bochum,1,0,H,0,0,D,,12,10,3,4,9,17,9,3,1,3,1,0
2024-08-24,Dortmund,Ein Frankfurt,2,0,H,0,0,D,,17,7,5,2,6,3,7,7,0,1,0,0
2024-08-25,Wolfsburg,Bayern Munich,2,3,A,0,1,A,,11,14,2,8,13,11,1,7,2,3,0,0
2024-08-25,St Pauli,Heidenheim,0,2,A,0,0,D,,11,6,3,3,10,15,4,2,2,3,0,0
2024-08-30,Union Berlin,St Pauli,1,0,H,1,0,H,,10,8,5,2,10,11,5,4,3,1,0,0
2024-08-31,Bochum,M'gladbach,0,2,A,0,0,D,,16,15,4,6,9,10,3,4,1,0,0,0
2024-08-31,Ein Frankfurt,Hoffenheim,3,1,H,2,0,H,,17,10,7,3,10,10,1,4,0,3,0,0
2024-08-31,Holstein Kiel,Wolfsburg,0,2,A,0,2,A,,12,12,5,4,17,14,1,7,4,7,0,0
2024-08-31,Stuttgart,Mainz,3,3,D,2,1,H,,28,9,13,7,6,12,11,2,4,2,0,0
2024-08-31,Werder Bremen,Dortmund,0,0,D,0,0,D,,5,9,1,4,11,16,5,6,2,7,0,1
2024-08-31,Leverkusen,RB Leipzig,2,3,A,2,1,H,,27,10,10,4,7,8,18,2,3,1,0,0
2024-09-01,Heidenheim,Augsburg,4,0,H,2,0,H,,17,15,9,1,15,11,5,6,0,3,0,0
2024-09-01,Bayern Munich,Freiburg,2,0,H,1,0,H,,11,8,4,4,13,12,2,4,1,0,0,0
2024-09-13,Dortmund,Heidenheim,4,2,H,3,1,H,,13,11,7,4,13,18,8,1,2,2,0,0
2024-09-14,Freiburg,Bochum,2,1,H,0,1,A,,27,13,9,2,5,16,5,6,0,3,0,0
2024-09-14,Hoffenheim,Leverkusen,1,4,A,1,2,A,,14,20,5,8,9,10,4,12,2,2,0,0
2024-09-14,M'gladbach,Stuttgart,1,3,A,1,1,D,,15,12,7,7,14,12,6,2,2,2,0,0
2024-09-14,RB Leipzig,Union Berlin,0,0,D,0,0,D,,16,11,3,3,9,19,6,5,2,3,0,0
2024-09-14,Wolfsburg,Ein Frankfurt,1,2,A,0,1,A,,17,15,4,7,7,18,5,4,1,2,0,0
2024-09-14,Holstein Kiel,Bayern Munich,1,6,A,0,4,A,,5,23,1,13,12,11,2,10,0,1,0,0
2024-09-15,Augsburg,St Pauli,3,1,H,0,0,D,,18,12,10,3,12,10,7,7,4,3,0,0
2024-09-15,Mainz,Werder Bremen,1,2,A,1,1,D,,11,11,5,5,12,7,10,4,3,1,0,1
2024-09-20,Augsburg,Mainz,2,3,A,1,2,A,,30,5,9,3,7,12,14,1,3,5,1,1
2024-09-21,Bochum,Holstein Kiel,2,2,D,2,1,H,,14,13,3,4,20,9,2,5,4,1,0,0
2024-09-21,Heidenheim,Freiburg,0,3,A,0,0,D,,7,14,2,5,6,7,3,9,1,1,0,0
